Qu'est-ce qu'une fonction dérivable en un point \(a\) ?;Une fonction \(f : I \rightarrow \mathbb{R}\) est dérivable en \(a\) si le taux d'accroissement \(\frac{f(x) - f(a)}{x - a}\) admet une limite finie en \(a\). Cette limite est notée \(f'(a)\) et s'appelle nombre dérivé de \(f\) en \(a\).;
Quelle est la conséquence d'une fonction dérivable en \(a\) ?;Si \(f\) est dérivable en \(a\), alors \(f\) est continue en \(a\).;
Caractériser la dérivabilité en \(a\) par le développement limité;Un fonction \(f\) est dérivable en \(a\) si et seulement si \(\exists \alpha_0, \alpha_1 \in \mathbb{R}\) tels que \(f(x) = \alpha_0 + \alpha_1(x - a) + o(x - a)\). Dans ce cas, \(\alpha_0 = f(a)\) et \(\alpha_1 = f'(a)\).;
Qu'est-ce qu'une dérivée à gauche et à droite ?;Soit \(f : I \rightarrow \mathbb{R}\). On dit que \(f\) est dérivable à gauche en \(a\) si \(\lim_{x \to a^-} \frac{f(x) - f(a)}{x - a}\) existe et est finie, notée \(f_g'(a)\). De même pour la dérivée à droite \(f_d'(a)\).;
Condition de dérivabilité en termes de dérivées latérales;Une fonction \(f\) est dérivable en \(a\) si et seulement si elle est dérivable à gauche et à droite en \(a\), avec \(f_g'(a) = f_d'(a)\). On a alors \(f'(a) = f_g'(a) = f_d'(a)\).;
Qu'est-ce qu'une fonction dérivable sur un intervalle \(I\) ?;Une fonction \(f : I \rightarrow \mathbb{R}\) est dérivable sur \(I\) si elle est dérivable en tout point de \(I\). La fonction \(f' : I \rightarrow \mathbb{R}, x \mapsto f'(x)\), notée aussi \(\frac{df}{dx}\), s'appelle la fonction dérivée de \(f\).;
Si \(f\) est dérivable sur un intervalle \(I\), que peut-on dire sur sa continuité ?;Si \(f\) est dérivable sur \(I\), alors \(f\) est continue sur \(I\).;
Règle de dérivation pour \((f + g)'\);Soient \(f, g\) dérivables en \(a\). Alors \((f + g)'(a) = f'(a) + g'(a)\).;
Règle de dérivation pour \((\lambda f)'\);Soient \(f\) dérivable en \(a\) et \(\lambda \in \mathbb{R}\). Alors \((\lambda f)'(a) = \lambda f'(a)\).;
Règle de dérivation du produit \((fg)'\);Soient \(f, g\) dérivables en \(a\). Alors \((fg)'(a) = f'(a)g(a) + f(a)g'(a)\).;
Règle de dérivation pour \((f^n)'\);Soient \(f\) dérivable en \(a\) et \(n \in \mathbb{N}^*\). Alors \((f^n)'(a) = nf'(a)f^{n-1}(a)\).;
Règle de dérivation pour \((\frac{1}{g})'\);Soit \(g\) dérivable en \(a\) avec \(g(a) \neq 0\). Alors \((\frac{1}{g})'(a) = -\frac{g'(a)}{(g(a))^2}\).;
Règle de dérivation du quotient \((\frac{f}{g})'\);Soient \(f, g\) dérivables en \(a\) avec \(g(a) \neq 0\). Alors \((\frac{f}{g})'(a) = \frac{f'(a)g(a) - f(a)g'(a)}{(g(a))^2}\).;
Théorème de dérivation de la composition \((g \circ f)'\);Soient \(f : I \rightarrow \mathbb{R}\) dérivable en \(a\) et \(g : J \rightarrow \mathbb{R}\) dérivable en \(f(a)\), avec \(f(I) \subset J\). Alors \((g \circ f)'(a) = f'(a) \cdot g'(f(a))\).;
Dérivée d'une fonction réciproque;Soit \(f : I \rightarrow J\) une bijection continue et strictement monotone, avec \(f' \neq 0\) sur \(I\). Alors \((f^{-1})\) est dérivable sur \(J\) et \((f^{-1})'(y) = \frac{1}{f'(f^{-1}(y))}\).;
Définition des dérivées successives \(f^{(n)}\);On pose \(f^{(0)} = f\). Pour \(n \in \mathbb{N}^*\), on définit \(f^{(n)} = (f^{(n-1)})'\) si cette dérivée existe. On dit que \(f\) est n fois dérivable sur \(I\) si \(f^{(n)}\) est défini sur \(I\).;
Qu'est-ce qu'une fonction de classe \(C^n\) ?;Une fonction \(f\) est de classe \(C^n\) sur \(I\) si elle est n fois dérivable sur \(I\) et si \(f^{(n)}\) est continue sur \(I\).;
Définition d'une fonction de classe \(C^\infty\);Une fonction est de classe \(C^\infty\) sur \(I\) si elle est indéfiniment dérivable sur \(I\), c'est-à-dire si pour tout \(n \in \mathbb{N}\), \(f^{(n)}\) existe sur \(I\).;
Propriété sur les dérivées n-ièmes d'une somme;Soient \(f, g\) n fois dérivables sur \(I\). Alors \((f + g)^{(n)} = f^{(n)} + g^{(n)}\).;
Propriété sur les dérivées n-ièmes d'un produit par scalaire;Soit \(f\) n fois dérivable sur \(I\) et \(\lambda \in \mathbb{R}\). Alors \((\lambda f)^{(n)} = \lambda f^{(n)}\).;
Formule de Leibniz pour \((fg)^{(n)}\);Soient \(f, g\) n fois dérivables sur \(I\). Alors \((fg)^{(n)} = \sum_{k=0}^{n} \binom{n}{k} f^{(n-k)} g^{(k)}\).;
Composition de fonctions n fois dérivables;Soient \(f : I \rightarrow \mathbb{R}\) et \(g : J \rightarrow \mathbb{R}\) n fois dérivables, avec \(f(I) \subset J\). Alors \(g \circ f\) est n fois dérivable sur \(I\).;
Réciproque d'une fonction n fois dérivable;Soit \(f : I \rightarrow J\) une bijection n fois dérivable, continue et strictement monotone, avec \(f'(x) \neq 0\) pour tout \(x \in I\). Alors \((f^{-1})\) est n fois dérivable sur \(J\).;
Définition d'un maximum global;On dit que \(f\) admet un maximum global en \(a \in I\) si \(\forall x \in I, f(x) \leq f(a)\). On note alors \(f(a) = \max_I f(x)\).;
Définition d'un maximum local;On dit que \(f\) admet un maximum local en \(a \in I\) si \(\exists \eta > 0, \forall x \in I \cap [a - \eta, a + \eta], f(x) \leq f(a)\).;
Définition d'un minimum global;On dit que \(f\) admet un minimum global en \(a \in I\) si \(\forall x \in I, f(x) \geq f(a)\). On note alors \(f(a) = \min_I f(x)\).;
Définition d'un minimum local;On dit que \(f\) admet un minimum local en \(a \in I\) si \(\exists \eta > 0, \forall x \in I \cap [a - \eta, a + \eta], f(x) \geq f(a)\).;
Condition pour qu'une fonction soit constante;Soit \(f : I \rightarrow \mathbb{R}\) dérivable sur l'intervalle \(I\). Alors \(f\) est constante sur \(I\) si et seulement si \(f'(x) = 0\) pour tout \(x \in I\).;
Condition pour qu'une fonction soit croissante;Soit \(f : I \rightarrow \mathbb{R}\) dérivable sur l'intervalle \(I\). Alors \(f\) est croissante sur \(I\) si et seulement si \(f'(x) \geq 0\) pour tout \(x \in I\).;
Condition pour qu'une fonction soit strictement croissante;Soit \(f : I \rightarrow \mathbb{R}\) dérivable sur \(I\). Alors \(f\) est strictement croissante sur \(I\) si et seulement si \(f'(x) \geq 0\) sur \(I\) et \(f'\) n'est identiquement nulle sur aucun segment \([a, b] \subset I\) avec \(a < b\).;
Corollaire sur la stricte croissance;Soit \(f : I \rightarrow \mathbb{R}\) dérivable sur \(I\). Si \(f'(x) > 0\) sur \(I\), alors \(f\) est strictement croissante sur \(I\). Si \(f'(x) \geq 0\) et \(f'\) ne s'annule qu'en un nombre fini de points, alors \(f\) est strictement croissante sur \(I\).;
Dérivabilité d'une fonction complexe;Soit \(f : I \rightarrow \mathbb{C}\) avec \(I\) intervalle de \(\mathbb{R}\). Alors \(f\) est dérivable en \(a \in I\) si et seulement si \(\text{Re}(f)\) et \(\text{Im}(f)\) le sont. On a alors \(f'(a) = (\text{Re}(f))'(a) + i(\text{Im}(f))'(a)\).;
Inégalité des Accroissements Finis;Soit \(f : I \rightarrow \mathbb{C}\) dérivable sur \(I\) avec \(|f'(x)| \leq k\) pour tout \(x \in I\). Alors pour tout \((x, y) \in I^2\), on a \(|f(x) - f(y)| \leq k|x - y|\).;
Caractérisation des fonctions constantes complexes;Soit \(f : I \rightarrow \mathbb{C}\) dérivable sur l'intervalle \(I\). Alors \(f\) est constante sur \(I\) si et seulement si \(f'(x) = 0\) pour tout \(x \in I\).;
Théorème de limite de la dérivée;Soit \(f : I \rightarrow \mathbb{C}\) continue sur \(I\), dérivable sur \(I \setminus \{a\}\). Si \(\lim_{x \to a} f'(x) = l\) avec \(l \in \mathbb{C}\), alors \(\lim_{x \to a} \frac{f(x) - f(a)}{x - a} = l\).;
Pour \(f : x \mapsto x^n , \, \forall k \in \mathbb{N},\,  \forall x \in \mathbb{R}, f^{(k)}(x)= \);\(\begin{cases} \frac{n!}{(n-k)!}.x^{n-k} \ \text{si} \ k \leq n \\ 0 \ \text{si } k>n \end{cases}\);
La dérivée \(k\)-ième pour \(f : x \mapsto \frac{1}{x-a} (a \in \mathbb{R}) : \forall k \in \mathbb{N}, \, \forall x \in \mathbb{R}, \, f^{(k)}(x)=\);\(\frac{(-1)^{k}k!}{(x-a)^{k+1}}\);
